Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,402945014641.955,616124993112.047,1665541206115.67,2042061634081.08,2271880459393.29,2297280332400.63,2357174528818.47,2581874264471.9,2696116882251.6,2902952967919.78,3294668928203.49,..
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,335818013649.388,392087586531.511,1146185673576.2,1366254396942.11,1550965860009.12,1633377912701,1739842927885.69,1826903049776.29,1665066294226.42,1543178532381.65,1669767509030.35,..
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,335448919102.487,391469596883.441,1145339193475.1,1365285978395.57,1549900214419.98,1632318042796.02,1738514627952.82,1825559832198.29,1663688786788.45,1541751163906.9,1668269754341.73,..
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,335818013649.388,392087586531.511,1146185673576.2,1366254396942.11,1550965860009.12,1633377912701,1739842927885.69,1826903049776.29,1665066294226.42,1543178532381.65,1669767509030.35,..
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,2526181423086.94,4252375134921.48,12690751724510.6,15369774015389,18371179948505,19712282823464.3,20992414587084.6,21716519718488.4,20219305350733.9,20124279747628.3,22182784744754.5,..
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,22607137528484.8,33597862243728.6,60267069670108.8,65965875326710.8,73316778722289.8,74993708029391.5,77098794653614.5,79188461749937.3,74916086734465.4,75997380505934.8,80737576004679.9,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 03/21/2019,,,,,,,,,,,,,,,
